GlyTouCanAccession,GlycomeDBID,GlycOID,Enzyme:RefSeqAccession,Enzyme:GeneID,Enzyme:GeneName,Enzyme:Description,Enzyme:TaxonomyID,Enzyme:Organism
G79804QG,38105,GOG612,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G79804QG,38105,GOG612,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G79804QG,38105,GOG612,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G82864ZN,14737,GOG118,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G82864ZN,14737,GOG118,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G82864ZN,14737,GOG118,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G82864ZN,14737,GOG118,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G82864ZN,14737,GOG118,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G82864ZN,14737,GOG118,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G82864ZN,14737,GOG118,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G82864ZN,14737,GOG118,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G59231NT,38359,GOG868,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G59231NT,38359,GOG868,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G59231NT,38359,GOG868,NM_145939,208624,Alg3,"asparagine-linked glycosylation 3 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G59231NT,38359,GOG868,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G59231NT,38359,GOG868,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G59231NT,38359,GOG868,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G59231NT,38359,GOG868,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G20030CU,1648,GOG39,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G20030CU,1648,GOG39,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G20030CU,1648,GOG39,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G20030CU,1648,GOG39,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G20030CU,1648,GOG39,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G20030CU,1648,GOG39,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G20030CU,1648,GOG39,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G41331JX,14488,GOG540,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G41331JX,14488,GOG540,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G41331JX,14488,GOG540,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G41331JX,14488,GOG540,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G41331JX,14488,GOG540,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G41331JX,14488,GOG540,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G41331JX,14488,GOG540,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G41331JX,14488,GOG540,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G41331JX,14488,GOG540,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G41331JX,14488,GOG540,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G41331JX,14488,GOG540,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G41331JX,14488,GOG540,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G41331JX,14488,GOG540,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G55290ED,38268,GOG776,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G55290ED,38268,GOG776,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G55290ED,38268,GOG776,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G55290ED,38268,GOG776,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G55290ED,38268,GOG776,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G55290ED,38268,GOG776,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G55290ED,38268,GOG776,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G55290ED,38268,GOG776,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G55290ED,38268,GOG776,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G55290ED,38268,GOG776,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G55290ED,38268,GOG776,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G55290ED,38268,GOG776,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G89993FE,1859,GOG132,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G89993FE,1859,GOG132,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G89993FE,1859,GOG132,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G89993FE,1859,GOG132,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G89993FE,1859,GOG132,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G89993FE,1859,GOG132,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G89993FE,1859,GOG132,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G25392ZR,8158,GOG213,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G25392ZR,8158,GOG213,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G25392ZR,8158,GOG213,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G25392ZR,8158,GOG213,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G25392ZR,8158,GOG213,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G25392ZR,8158,GOG213,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G25392ZR,8158,GOG213,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G25392ZR,8158,GOG213,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G25392ZR,8158,GOG213,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G25392ZR,8158,GOG213,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G25392ZR,8158,GOG213,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G25392ZR,8158,GOG213,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G25392ZR,8158,GOG213,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G24951OO,38204,GOG711,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G24951OO,38204,GOG711,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G24951OO,38204,GOG711,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G24951OO,38204,GOG711,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G24951OO,38204,GOG711,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G24951OO,38204,GOG711,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G24951OO,38204,GOG711,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G24951OO,38204,GOG711,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G17044PM,38280,GOG788,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G17044PM,38280,GOG788,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G17044PM,38280,GOG788,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G17044PM,38280,GOG788,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G17044PM,38280,GOG788,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G17044PM,38280,GOG788,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G17044PM,38280,GOG788,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G17044PM,38280,GOG788,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G17044PM,38280,GOG788,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G17044PM,38280,GOG788,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G17044PM,38280,GOG788,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G17044PM,38280,GOG788,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G99270AV,13905,GOG429,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G99270AV,13905,GOG429,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G99270AV,13905,GOG429,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G99270AV,13905,GOG429,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G99270AV,13905,GOG429,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G99270AV,13905,GOG429,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G99270AV,13905,GOG429,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G72919IM,2287,GOG159,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G72919IM,2287,GOG159,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G72919IM,2287,GOG159,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G72919IM,2287,GOG159,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G72919IM,2287,GOG159,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G72919IM,2287,GOG159,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G72919IM,2287,GOG159,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G72919IM,2287,GOG159,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G72919IM,2287,GOG159,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G72919IM,2287,GOG159,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G72919IM,2287,GOG159,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G72919IM,2287,GOG159,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G75723HG,38184,GOG691,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G75723HG,38184,GOG691,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G75723HG,38184,GOG691,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G75723HG,38184,GOG691,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G75723HG,38184,GOG691,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G75723HG,38184,GOG691,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G75723HG,38184,GOG691,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G75723HG,38184,GOG691,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G75723HG,38184,GOG691,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G75723HG,38184,GOG691,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G75723HG,38184,GOG691,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G75723HG,38184,GOG691,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G75723HG,38184,GOG691,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G10664FL,14500,GOG546,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G10664FL,14500,GOG546,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G10664FL,14500,GOG546,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G10664FL,14500,GOG546,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G10664FL,14500,GOG546,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G10664FL,14500,GOG546,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G10664FL,14500,GOG546,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G10664FL,14500,GOG546,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G15998WM,3858,GOG59,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G15998WM,3858,GOG59,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G15998WM,3858,GOG59,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G15998WM,3858,GOG59,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G15998WM,3858,GOG59,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G15998WM,3858,GOG59,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G15998WM,3858,GOG59,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G15998WM,3858,GOG59,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G15998WM,3858,GOG59,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G15998WM,3858,GOG59,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G15998WM,3858,GOG59,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G15998WM,3858,GOG59,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G40194MN,8151,GOG207,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G40194MN,8151,GOG207,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G40194MN,8151,GOG207,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G40194MN,8151,GOG207,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G40194MN,8151,GOG207,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G40194MN,8151,GOG207,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G40194MN,8151,GOG207,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G40194MN,8151,GOG207,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G40194MN,8151,GOG207,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G40194MN,8151,GOG207,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G40194MN,8151,GOG207,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G40194MN,8151,GOG207,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G40194MN,8151,GOG207,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G81473LO,13324,GOG263,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G81473LO,13324,GOG263,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G81473LO,13324,GOG263,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G81473LO,13324,GOG263,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G81473LO,13324,GOG263,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G81473LO,13324,GOG263,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G81473LO,13324,GOG263,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G81473LO,13324,GOG263,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G81473LO,13324,GOG263,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G81473LO,13324,GOG263,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G81473LO,13324,GOG263,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G81473LO,13324,GOG263,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G79578JB,13919,GOG443,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G79578JB,13919,GOG443,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G79578JB,13919,GOG443,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G79578JB,13919,GOG443,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G79578JB,13919,GOG443,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G79578JB,13919,GOG443,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G79578JB,13919,GOG443,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G79578JB,13919,GOG443,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G79578JB,13919,GOG443,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G79578JB,13919,GOG443,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G79578JB,13919,GOG443,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G79578JB,13919,GOG443,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G71690HK,13424,GOG289,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G71690HK,13424,GOG289,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
