UniProt Acc(canonical),status,gene_symbol,reviewed_isoforms,unreviewed_isoforms
Q9H9L3-1,reviewed,ISG20L2,Q9H9L3-1,
P13725-1,reviewed,OSM,P13725-1,B5MC70-1
Q7Z340-1,reviewed,ZNF551,Q7Z340-1|Q7Z340-2|Q7Z340-3,M0R2M4-1
Q9NZH8-1,reviewed,IL36G,Q9NZH8-1|Q9NZH8-2,C9J681-1
P0C7N5-1,reviewed,HGNC:29166,P0C7N5-1,
A0A0M3HER8-1,unreviewed,ENSG00000274042,,A0A0M3HER8-1
Q8TAI1-1,reviewed,HGNC:29553,Q8TAI1-1,
Q9NYS0-1,reviewed,NKIRAS1,Q9NYS0-1,G5E9P3-1
O75400-1,reviewed,PRPF40A,O75400-1|O75400-2|O75400-3|O75400-5,F5H578-1
Q92521-1,reviewed,PIGB,Q92521-1,H3BQU3-1
Q14162-1,reviewed,SCARF1,Q14162-1|Q14162-2|Q14162-3|Q14162-4|Q14162-5,I3L4R9-1
Q96NZ8-1,reviewed,WFIKKN1,Q96NZ8-1,
Q96F83-1,reviewed,CLBA1,Q96F83-1,J3KPM0-1
O94760-1,reviewed,DDAH1,O94760-1|O94760-2,B4DYP1-1
O95157-1,reviewed,NXPH3,O95157-1,D6RGW2-1
P10809-1,reviewed,HSPD1,P10809-1|P10809-2,C9J0S9-1
Q6ZNB7-1,reviewed,AGMO,Q6ZNB7-1,H0Y3V1-1
Q14CB8-1,reviewed,ARHGAP19,Q14CB8-1|Q14CB8-2|Q14CB8-3|Q14CB8-4|Q14CB8-5|Q14CB8-6|Q14CB8-7,R4GNI4-1
Q9H6X2-1,reviewed,ANTXR1,Q9H6X2-1|Q9H6X2-2|Q9H6X2-3|Q9H6X2-4|Q9H6X2-5|Q9H6X2-6,H0YC24-1
Q3KNS1-1,reviewed,PTCHD3,Q3KNS1-1,A0A087WVH3-1
Q9BZW4-1,reviewed,TM6SF2,Q9BZW4-1|Q9BZW4-2,
Q5GAN6-1,reviewed,RNASE10,Q5GAN6-1|Q5GAN6-2,
A0A1B0GUS4-1,unreviewed,UBE2L5,,A0A1B0GUS4-1
Q4G0N8-1,reviewed,SLC9C1,Q4G0N8-1|Q4G0N8-2,F8WCJ0-1
A0PJX8-1,reviewed,TMEM82,A0PJX8-1,
Q9NPF4-1,reviewed,OSGEP,Q9NPF4-1,G3V249-1
Q96AK3-1,reviewed,APOBEC3D,Q96AK3-1,Q6ICH2-1
Q13454-1,reviewed,TUSC3,Q13454-1|Q13454-2,D6RDV0-1
P34820-1,reviewed,BMP8B,P34820-1|P34820-2,
Q5SVQ8-1,reviewed,ZBTB41,Q5SVQ8-1|Q5SVQ8-2,
Q96GR2-1,reviewed,ACSBG1,Q96GR2-1,H0YNX0-1
O43261-1,reviewed,HGNC:13747,O43261-1,
Q5MJ10-1,reviewed,SPANXN2,Q5MJ10-1,
Q92629-1,reviewed,SGCD,Q92629-1|Q92629-2|Q92629-3,E5RI34-1
P17030-1,reviewed,ZNF25,P17030-1|P17030-2,
A6NN90-1,reviewed,C2orf81,A6NN90-1,A0A1W2PRV2-1
Q9Y227-1,reviewed,ENTPD4,Q9Y227-1|Q9Y227-2,E5RIB2-1
P59551-1,reviewed,TAS2R60,P59551-1,
Q68DN1-1,reviewed,C2orf16,Q68DN1-1,C9JG08-1
Q9ULH0-1,reviewed,KIDINS220,Q9ULH0-2|Q9ULH0-1|Q9ULH0-3|Q9ULH0-4|Q9ULH0-5,F8WAY8-1
P42898-1,reviewed,MTHFR,P42898-1|P42898-2,Q5SNW5-1
Q9BX46-1,reviewed,RBM24,Q9BX46-1|Q9BX46-2|Q9BX46-5,H0YA61-1
Q8NGI0-1,reviewed,OR52N2,Q8NGI0-1,
O60518-1,reviewed,RANBP6,O60518-1,A0A096LNS2-1
Q9UBP8-1,reviewed,KAAG1,Q9UBP8-1,
Q3SY56-1,reviewed,SP6,Q3SY56-1,
A2RU37-1,reviewed,HGNC:33817,A2RU37-1,
Q9NZ20-1,reviewed,PLA2G3,Q9NZ20-1,
Q6NVU6-1,reviewed,UFSP1,Q6NVU6-1,
O15540-1,reviewed,FABP7,O15540-1|O15540-2,
Q69YH5-1,reviewed,CDCA2,Q69YH5-1|Q69YH5-2,E9PEI0-1
Q3B7J2-1,reviewed,GFOD2,Q3B7J2-1|Q3B7J2-2|Q3B7J2-3,A0A087WT49-1
Q86WT6-1,reviewed,TRIM69,Q86WT6-2|Q86WT6-1|Q86WT6-3|Q86WT6-4,A0A0G2JPI4-1
P35269-1,reviewed,GTF2F1,P35269-1,M0R0R9-1
Q86UP6-1,reviewed,CUZD1,Q86UP6-1|Q86UP6-2|Q86UP6-3,A0A0A0MRA6-1
P53673-1,reviewed,CRYBA4,P53673-1,
A0A1W2PPI3-1,unreviewed,ENSG00000284537,,A0A1W2PPI3-1
Q96PB8-1,reviewed,LRRC3B,Q96PB8-1,C9JMC7-1
Q15386-1,reviewed,UBE3C,Q15386-1|Q15386-2|Q15386-3,H7C0Y1-1
A0A286YFG1-1,unreviewed,ENSG00000284635,,A0A286YFG1-1
Q8NGD0-1,reviewed,OR4M1,Q8NGD0-1,
Q15208-1,reviewed,STK38,Q15208-1,
Q9UKI2-1,reviewed,CDC42EP3,Q9UKI2-1,C9JEZ4-1
Q6PCB7-1,reviewed,SLC27A1,Q6PCB7-1|Q6PCB7-2,M0QXY2-1
Q96G04-1,reviewed,EEF2KMT,Q96G04-1|Q96G04-2,K7ES84-1
Q5T6X4-1,reviewed,FAM162B,Q5T6X4-1,
P43403-1,reviewed,ZAP70,P43403-1|P43403-2|P43403-3,
P0C7H8-1,reviewed,KRTAP2-3,P0C7H8-1,
Q5VY09-1,reviewed,IER5,Q5VY09-1,
A6NIJ5-1,reviewed,HGNC:32268,A6NIJ5-1,
Q8IYB8-1,reviewed,SUPV3L1,Q8IYB8-1,B1AR60-1
P48443-1,reviewed,RXRG,P48443-1,A0A087WZ88-1
D6RBG4-1,unreviewed,ENSG00000272869,,D6RBG4-1
P40198-1,reviewed,CEACAM3,P40198-1|P40198-2|P40198-3,M0QXR5-1
Q5TA76-1,reviewed,LCE3A,Q5TA76-1,
Q8NAT1-1,reviewed,POMGNT2,Q8NAT1-1,
A0A1B0GVH6-1,unreviewed,C13orf42,,A0A1B0GVH6-1
Q53EL9-1,reviewed,SEZ6,Q53EL9-1|Q53EL9-2|Q53EL9-3|Q53EL9-4,A0A0A0MSU7-1
Q03518-1,reviewed,TAP1,Q03518-1,A0A140T9T7-1
P0C6C1-1,reviewed,ANKRD34C,P0C6C1-1,
Q9H963-1,reviewed,HGNC:25775,Q9H963-1,
P10909-1,reviewed,CLU,P10909-4|P10909-1|P10909-2|P10909-3|P10909-5,E5RJZ5-1
Q9Y289-1,reviewed,SLC5A6,Q9Y289-1,E7EP02-1
H7BY64-1,unreviewed,ENSG00000283496,,H7BY64-1
O60307-1,reviewed,MAST3,O60307-1,V9GYV0-1
Q9Y383-1,reviewed,LUC7L2,Q9Y383-1|Q9Y383-2|Q9Y383-3,A0A0A6YYJ8-1
Q9HB63-1,reviewed,NTN4,Q9HB63-3|Q9HB63-1|Q9HB63-2,F8W0I7-1
P63215-1,reviewed,GNG3,P63215-1,
Q96CX3-1,reviewed,ZNF501,Q96CX3-1|Q96CX3-2,
A0A1B0GVB3-1,unreviewed,ENSG00000226690,,A0A1B0GVB3-1
Q92764-1,reviewed,KRT35,Q92764-1,C4AM86-1
Q9UHR5-1,reviewed,SAP30BP,Q9UHR5-1|Q9UHR5-2,J3QLH3-1
Q07001-1,reviewed,CHRND,Q07001-1|Q07001-2,B4DKT6-1
Q8TE82-1,reviewed,SH3TC1,Q8TE82-1,D6RC98-1
O43805-1,reviewed,SSNA1,O43805-1,A0A087WV26-1
Q86YR5-1,reviewed,GPSM1,Q86YR5-1|Q86YR5-2|Q86YR5-3|Q86YR5-4,A0A087WVF5-1
Q04446-1,reviewed,GBE1,Q04446-1,E9PGM4-1
P63027-1,reviewed,VAMP2,P63027-1,K7ENK9-1
Q9BYR7-1,reviewed,KRTAP3-2,Q9BYR7-1,
Q5JQS5-1,reviewed,OR2B11,Q5JQS5-1,
A0A1W2PRS3-1,unreviewed,ENSG00000284169,,A0A1W2PRS3-1
Q6P5Q4-1,reviewed,LMOD2,Q6P5Q4-1|Q6P5Q4-2|Q6P5Q4-3,C9J8F4-1
O15544-1,reviewed,HGNC:17099,O15544-1,
Q969J2-1,reviewed,ZKSCAN4,Q969J2-1,
Q8WVC6-1,reviewed,DCAKD,Q8WVC6-1|Q8WVC6-2,K7ESP4-1
Q15545-1,reviewed,TAF7,Q15545-1,A0A096LPC3-1
P0CJ89-1,reviewed,HGNC:37265,P0CJ89-1,
Q5VVC0-1,reviewed,C1orf146,Q5VVC0-1,X6R7K4-1
Q9NY12-1,reviewed,GAR1,Q9NY12-1|Q9NY12-2,
Q14142-1,reviewed,TRIM14,Q14142-1|Q14142-2|Q14142-3|Q14142-4,F2Z2M2-1
Q8N8M0-1,reviewed,NAT16,Q8N8M0-1|Q8N8M0-2,C9JB11-1
Q9Y6H3-1,reviewed,ATP23,Q9Y6H3-1,H0YIJ9-1
Q9NRR1-1,reviewed,CYTL1,Q9NRR1-1,H0Y8Q4-1
P0C629-1,reviewed,OR10J4,P0C629-1,
Q9BPZ2-1,reviewed,SPIN2B,Q9BPZ2-1,Q5JZB7-1
Q7Z5A9-1,reviewed,FAM19A1,Q7Z5A9-1,A0A087X2J7-1
Q92542-1,reviewed,NCSTN,Q92542-1|Q92542-2,H0Y6T7-1
Q9Y448-1,reviewed,KNSTRN,Q9Y448-1|Q9Y448-2|Q9Y448-3,V9GY01-1
Q8NET4-1,reviewed,RTL9,Q8NET4-1,E5RKA1-1
Q92567-1,reviewed,FAM168A,Q92567-1|Q92567-2|Q92567-3,
Q9NVQ4-1,reviewed,FAIM,Q9NVQ4-2|Q9NVQ4-1|Q9NVQ4-3,C9JDZ2-1
Q14BN4-1,reviewed,SLMAP,Q14BN4-1|Q14BN4-2|Q14BN4-3|Q14BN4-4|Q14BN4-5|Q14BN4-6|Q14BN4-7|Q14BN4-8,H7C3M8-1
P57087-1,reviewed,JAM2,P57087-1|P57087-2|P57087-3,H0YEX9-1
A8MXU0-1,reviewed,HGNC:18089,A8MXU0-1,
Q96GW7-1,reviewed,BCAN,Q96GW7-1|Q96GW7-2,Q5T3I7-1
A0A075B6T6-1,unreviewed,TRAV12-2,,A0A075B6T6-1
Q8WVM8-1,reviewed,SCFD1,Q8WVM8-1|Q8WVM8-2|Q8WVM8-3,G3V551-1
P22736-1,reviewed,NR4A1,P22736-1|P22736-2|P22736-3,F5GXF0-1
Q9NR12-1,reviewed,PDLIM7,Q9NR12-1|Q9NR12-2|Q9NR12-3|Q9NR12-4|Q9NR12-5|Q9NR12-6,D6RH06-1
O76009-1,reviewed,KRT33A,O76009-1,
P60413-1,reviewed,KRTAP10-12,P60413-1,A0A087WZD6-1
E9PI62-1,unreviewed,ENSG00000254536,,E9PI62-1
A0A0C4DH41-1,reviewed,IGHV4-61,A0A0C4DH41-1,
Q6UXQ4-1,reviewed,C2orf66,Q6UXQ4-1,
Q69YG0-1,reviewed,TMEM42,Q69YG0-1,
Q6P5Z2-1,reviewed,PKN3,Q6P5Z2-1,
Q8N8H1-1,reviewed,HGNC:13827,Q8N8H1-1,
Q9UIL1-1,reviewed,SCOC,Q9UIL1-1|Q9UIL1-2|Q9UIL1-3|Q9UIL1-4,A0A0C4DGB0-1
A0A0B4J2E5-1,unreviewed,ENSG00000275464,,A0A0B4J2E5-1
P19827-1,reviewed,ITIH1,P19827-1|P19827-2|P19827-3,F8WAS2-1
Q9P2K5-1,reviewed,MYEF2,Q9P2K5-2|Q9P2K5-1|Q9P2K5-3|Q9P2K5-4,A0A0C4DGV1-1
Q9HA38-1,reviewed,ZMAT3,Q9HA38-1|Q9HA38-2,C9J8H5-1
Q9NV64-1,reviewed,TMEM39A,Q9NV64-1|Q9NV64-2,C9JUZ6-1
Q4VX62-1,reviewed,HGNC:21179,Q4VX62-1|Q4VX62-2,
Q9H347-1,reviewed,UBQLN3,Q9H347-1,C9IYQ4-1
Q8NFK1-1,reviewed,GJC3,Q8NFK1-1,
O75122-1,reviewed,CLASP2,O75122-1|O75122-2|O75122-3,C9J668-1
H7C4C6-1,unreviewed,ENSG00000249590,,H7C4C6-1
O95998-2,reviewed,IL18BP,O95998-2|O95998-3|O95998-4,G3V1C5-1
P48549-1,reviewed,KCNJ3,P48549-1|P48549-2,
Q9H1B4-1,reviewed,NXF5,Q9H1B4-1|Q9H1B4-2|Q9H1B4-3|Q9H1B4-4|Q9H1B4-5|Q9H1B4-6,
Q96GL9-1,reviewed,FAM163A,Q96GL9-1,
P62851-1,reviewed,RPS25,P62851-1,E9PQK3-1
Q06250-1,reviewed,HGNC:18135,Q06250-1,
P0CG42-1,reviewed,HGNC:34080,P0CG42-1,
Q8N668-1,reviewed,COMMD1,Q8N668-1|Q8N668-2,H7C169-1
Q8NG08-1,reviewed,HELB,Q8NG08-1|Q8NG08-2,F5H1I4-1
Q4VC05-1,reviewed,BCL7A,Q4VC05-1|Q4VC05-2,
Q86UT5-1,reviewed,PDZD3,Q86UT5-2|Q86UT5-1|Q86UT5-3|Q86UT5-4|Q86UT5-5,E9PPZ1-1
Q70EK8-1,reviewed,USP53,Q70EK8-1,H0Y8Q1-1
Q9HCN2-1,reviewed,TP53AIP1,Q9HCN2-1|Q9HCN2-2|Q9HCN2-3|Q9HCN2-4,
P78386-1,reviewed,KRT85,P78386-1,F5GYI5-1
Q86Y25-1,reviewed,ZNF354C,Q86Y25-1,
Q96P09-1,reviewed,BIRC8,Q96P09-1,
P36551-1,reviewed,CPOX,P36551-1|P36551-2,D6RER6-1
Q8WVM0-1,reviewed,TFB1M,Q8WVM0-1,
Q96JM3-1,reviewed,CHAMP1,Q96JM3-1,S4R3K0-1
Q0VFX4-1,reviewed,-,Q0VFX4-1,
O75648-1,reviewed,TRMU,O75648-1|O75648-2|O75648-3|O75648-4|O75648-5,Q2PPL5-1
Q7Z7J9-1,reviewed,CAMK2N1,Q7Z7J9-1,
O43240-1,reviewed,KLK10,O43240-1,M0R132-1
Q5VV17-1,reviewed,OTUD1,Q5VV17-1,
Q9H0E3-1,reviewed,SAP130,Q9H0E3-1|Q9H0E3-2|Q9H0E3-3,C9J683-1
O95551-1,reviewed,TDP2,O95551-1|O95551-2|O95551-3,X6R5A3-1
Q9UI30-1,reviewed,TRMT112,Q9UI30-1|Q9UI30-2,F5GYQ2-1
Q9UQP3-1,reviewed,TNN,Q9UQP3-1,A0A087WXT0-1
Q86VE9-1,reviewed,SERINC5,Q86VE9-1|Q86VE9-2|Q86VE9-3|Q86VE9-4,A0A0J9YYI4-1
P05976-1,reviewed,MYL1,P05976-1|P05976-2,
P35749-1,reviewed,MYH11,P35749-1|P35749-2|P35749-3|P35749-4,
Q92834-1,reviewed,RPGR,Q92834-1|Q92834-2|Q92834-3|Q92834-4|Q92834-5|Q92834-6,H7C4L1-1
Q9BSK1-1,reviewed,ZNF577,Q9BSK1-1|Q9BSK1-2,A0A1W2PPU1-1
Q96PV0-1,reviewed,SYNGAP1,Q96PV0-1|Q96PV0-2|Q96PV0-3|Q96PV0-4,B7ZCA0-1
O00560-1,reviewed,SDCBP,O00560-1|O00560-2|O00560-3,B4DHN5-1
Q6UWR7-1,reviewed,ENPP6,Q6UWR7-1,D6R9P1-1
P27635-1,reviewed,RPL10,P27635-1,X1WI28-1
Q9H0K4-1,reviewed,RSPH6A,Q9H0K4-1,M0R103-1
Q7L0J3-1,reviewed,SV2A,Q7L0J3-1|Q7L0J3-2,
P16152-1,reviewed,CBR1,P16152-1|P16152-2,E9PQ63-1
Q13698-1,reviewed,CACNA1S,Q13698-1,B1ALM3-1
Q8NC56-1,reviewed,LEMD2,Q8NC56-1|Q8NC56-2,D6R958-1
Q9Y4X1-1,reviewed,UGT2A1,Q9Y4X1-1|Q9Y4X1-2|Q9Y4X1-3|Q9Y4X1-4|Q9Y4X1-5,D6RHF3-1
Q96BD8-1,reviewed,SKA1,Q96BD8-1|Q96BD8-2,K7EP61-1
P19875-1,reviewed,CXCL2,P19875-1,
O95876-1,reviewed,WDPCP,O95876-1|O95876-2|O95876-3,C9JDS5-1
P22492-1,reviewed,HIST1H1T,P22492-1,
P30154-1,reviewed,PPP2R1B,P30154-1|P30154-2|P30154-3|P30154-4|P30154-5,E9PPI5-1
O43687-1,reviewed,AKAP7,O43687-1|O43687-2|Q9P0M2-1,F5H4P9-1
P49447-1,reviewed,CYB561,P49447-1|P49447-2,J3QKN3-1
Q8TDH9-1,reviewed,BLOC1S5,Q8TDH9-1|Q8TDH9-2|Q8TDH9-3,A0A0A0MTN6-1
Q9UK55-1,reviewed,SERPINA10,Q9UK55-1,G3V2W1-1
Q8N9W8-1,reviewed,FAM71D,Q8N9W8-1|Q8N9W8-2,E9PPX0-1
Q96A54-1,reviewed,ADIPOR1,Q96A54-1,C9JNM5-1
P20309-1,reviewed,CHRM3,P20309-1,B1AN12-1
P17936-1,reviewed,IGFBP3,P17936-1|P17936-2,H0Y485-1
Q96F24-1,reviewed,NRBF2,Q96F24-1|Q96F24-2|Q96F24-3,
P0DL12-1,reviewed,SMIM17,P0DL12-1,M0R1N7-1
Q2VPA4-1,reviewed,CR1L,Q2VPA4-1|Q2VPA4-2|Q2VPA4-3,A0A0C4DGF5-1
Q01844-1,reviewed,EWSR1,Q01844-1|Q01844-2|Q01844-3|Q01844-4|Q01844-5|Q01844-6,C9JGE3-1
A6NNM3-1,reviewed,RIMBP3B,A6NNM3-1,
Q9UPZ9-1,reviewed,ICK,Q9UPZ9-1|Q9UPZ9-2,
Q9BRA2-1,reviewed,TXNDC17,Q9BRA2-1,I3L2R6-1
Q8TBY9-1,reviewed,WDR66,Q8TBY9-1|Q8TBY9-2|Q8TBY9-3,
Q9Y2I8-1,reviewed,WDR37,Q9Y2I8-1|Q9Y2I8-2|Q9Y2I8-3,C9JGR9-1
Q9UPX0-1,reviewed,IGSF9B,Q9UPX0-1|Q9UPX0-2,H0YDP1-1
Q9UL01-1,reviewed,DSE,Q9UL01-1,X6REM1-1
P30520-1,reviewed,ADSS,P30520-1,
P19801-1,reviewed,AOC1,P19801-1|P19801-2,C9J0G8-1
Q96DC7-1,reviewed,TMCO6,Q96DC7-1|Q96DC7-2,D6REY4-1
Q5T7W7-1,reviewed,TSTD2,Q5T7W7-1|Q5T7W7-2,Q5T7X0-1
P24666-1,reviewed,ACP1,P24666-1|P24666-2|P24666-3|P24666-4,F2Z2R9-1
P42336-1,reviewed,PIK3CA,P42336-1,C9J951-1
Q7Z7F0-1,reviewed,KHDC4,Q7Z7F0-1|Q7Z7F0-2|Q7Z7F0-3|Q7Z7F0-4,
P33993-1,reviewed,MCM7,P33993-1|P33993-2|P33993-3,H0YH42-1
Q7Z6L1-1,reviewed,TECPR1,Q7Z6L1-1|Q7Z6L1-2|Q7Z6L1-3|Q7Z6L1-4,C9JUV4-1
Q9UL40-1,reviewed,ZNF346,Q9UL40-1|Q9UL40-2|Q9UL40-3,B7Z6Q2-1
Q8IXQ3-1,reviewed,C9orf40,Q8IXQ3-1,
Q96QV6-1,reviewed,HIST1H2AA,Q96QV6-1,
Q4L235-1,reviewed,AASDH,Q4L235-1|Q4L235-2|Q4L235-3|Q4L235-4,E9PH98-1
P62424-1,reviewed,RPL7A,P62424-1,Q5T8U2-1
Q9Y5F7-1,reviewed,PCDHGC4,Q9Y5F7-1|Q9Y5F7-2,A0A087WU59-1
P24530-1,reviewed,EDNRB,P24530-1|P24530-2|P24530-3,A0A0D9SG21-1
Q9UBX8-1,reviewed,B4GALT6,Q9UBX8-1|Q9UBX8-2,G3XA83-1
P22528-1,reviewed,SPRR1B,P22528-1,
Q99523-1,reviewed,SORT1,Q99523-1|Q99523-2,A0A0J9YVU2-1
Q4G0X4-1,reviewed,KCTD21,Q4G0X4-1,E9PRT1-1
C4P0D8-1,unreviewed,TSNAX-DISC1,,C4P0D8-1
Q9BWX5-1,reviewed,GATA5,Q9BWX5-1,
Q6ZQQ2-1,reviewed,SPATA31D1,Q6ZQQ2-1,
P28358-1,reviewed,HOXD10,P28358-1,
Q56P03-1,reviewed,EAPP,Q56P03-1,G3V5N6-1
P49326-1,reviewed,FMO5,P49326-1|P49326-2|P49326-3,E9PJF3-1
O43320-1,reviewed,FGF16,O43320-1,
Q9H2M9-1,reviewed,RAB3GAP2,Q9H2M9-1|Q9H2M9-2,H7C4Y9-1
Q15554-3,reviewed,TERF2,Q15554-3|Q15554-4,U3KQ35-1
Q16585-1,reviewed,SGCB,Q16585-1|Q16585-2,H0YA15-1
P0DP72-1,reviewed,VSIG10L2,P0DP72-1,A0A1W2PP72-1
M5A8F1-1,reviewed,HGNC:17216,M5A8F1-1,
P59826-1,reviewed,BPIFB3,P59826-1,
Q92620-1,reviewed,DHX38,Q92620-1|Q92620-2,H3BV01-1
Q9H0M0-1,reviewed,WWP1,Q9H0M0-1|Q9H0M0-2|Q9H0M0-3|Q9H0M0-4|Q9H0M0-5|Q9H0M0-6,H0YBA4-1
Q8TF68-1,reviewed,ZNF384,Q8TF68-1|Q8TF68-2|Q8TF68-3,F5GYZ1-1
Q9BUE0-1,reviewed,MED18,Q9BUE0-1,
Q147U7-1,reviewed,SMCO1,Q147U7-1,F8WEP5-1
O15049-1,reviewed,N4BP3,O15049-1,
P35659-1,reviewed,DEK,P35659-1|P35659-2,D6RDA2-1
P20800-1,reviewed,EDN2,P20800-1,
Q10570-1,reviewed,CPSF1,Q10570-1,A0A087WTV4-1
Q4LDE5-1,reviewed,SVEP1,Q4LDE5-1|Q4LDE5-2|Q4LDE5-3|Q4LDE5-4,A0A0A0MSD0-1
Q8NH90-1,reviewed,OR5AK2,Q8NH90-1,
P54317-1,reviewed,PNLIPRP2,P54317-1,A0A075B781-1
Q8IUD2-1,reviewed,ERC1,Q8IUD2-1|Q8IUD2-2|Q8IUD2-3|Q8IUD2-4|Q8IUD2-5,K7EIZ7-1
O75478-1,reviewed,TADA2A,O75478-1|O75478-2,A0A087WTV5-1
Q8IZ07-1,reviewed,ANKRD13A,Q8IZ07-1,H0YIN8-1
Q6STE5-1,reviewed,SMARCD3,Q6STE5-1|Q6STE5-2,C9JYI7-1
Q6UWL2-1,reviewed,SUSD1,Q6UWL2-1|Q6UWL2-2|Q6UWL2-3,F8WAQ1-1
Q8N752-1,reviewed,CSNK1A1L,Q8N752-1,
Q6P2M8-1,reviewed,PNCK,Q6P2M8-1|Q6P2M8-2|Q6P2M8-3|Q6P2M8-5|Q6P2M8-6,C9J8P0-1
O94993-1,reviewed,SOX30,O94993-1|O94993-2,B4DXW7-1
Q96G46-1,reviewed,DUS3L,Q96G46-1|Q96G46-2|Q96G46-3,K7ER20-1
Q9UKA2-1,reviewed,FBXL4,Q9UKA2-1,
Q9UJ55-1,reviewed,MAGEL2,Q9UJ55-1,
Q15020-1,reviewed,SART3,Q15020-1|Q15020-2|Q15020-3|Q15020-4,F8VV04-1
O14603-1,reviewed,PRY,O14603-1|O14603-2,
Q9NZM3-1,reviewed,ITSN2,Q9NZM3-1|Q9NZM3-2|Q9NZM3-3|Q9NZM3-4,H7BZD4-1
Q9HAN9-1,reviewed,NMNAT1,Q9HAN9-1,K7EPD7-1
P0CG29-1,reviewed,GSTT2,P0CG29-1,A0A087WY67-1
P0C7N1-1,reviewed,OR8U8,P0C7N1-1,
Q9H1C7-1,reviewed,CYSTM1,Q9H1C7-1,
Q4KMG9-1,reviewed,TMEM52B,Q4KMG9-1|Q4KMG9-2,F5H230-1
O95475-1,reviewed,SIX6,O95475-1,
Q7Z3E2-1,reviewed,CCDC186,Q7Z3E2-1,A0A0C4DFU7-1
P0DI80-1,reviewed,SMIM6,P0DI80-1,
Q9GZN0-1,reviewed,GPR88,Q9GZN0-1,
Q86X45-1,reviewed,LRRC6,Q86X45-1|Q86X45-2,A0A087X298-1
Q6WCQ1-1,reviewed,MPRIP,Q6WCQ1-1|Q6WCQ1-2|Q6WCQ1-3,J3KSW8-1
Q11130-1,reviewed,FUT7,Q11130-1,
Q8TAG5-1,reviewed,VSTM2A,Q8TAG5-1|Q8TAG5-2,F8W8J5-1
P05160-1,reviewed,F13B,P05160-1,
Q96DT0-1,reviewed,LGALS12,Q96DT0-1|Q96DT0-2|Q96DT0-3|Q96DT0-4|Q96DT0-5|Q96DT0-6|Q96DT0-7,
Q9H8W5-1,reviewed,TRIM45,Q9H8W5-1|Q9H8W5-2,H0YCA7-1
P19652-1,reviewed,ORM2,P19652-1,
P17096-1,reviewed,HMGA1,P17096-1|P17096-2|P17096-3,
P62745-1,reviewed,RHOB,P62745-1,
Q9Y4G2-1,reviewed,PLEKHM1,Q9Y4G2-1,K7EPF2-1
P37235-1,reviewed,HPCAL1,P37235-1,H7BZC1-1
Q8NFJ8-1,reviewed,BHLHE22,Q8NFJ8-1,
Q9H6X5-1,reviewed,C19orf44,Q9H6X5-1|Q9H6X5-2,M0R2B3-1
Q99445-1,reviewed,GML,Q99445-1,E5RI31-1
Q86Z02-1,reviewed,HIPK1,Q86Z02-1|Q86Z02-2|Q86Z02-3|Q86Z02-4,D6RC95-1
Q8NHS3-1,reviewed,MFSD8,Q8NHS3-1|Q8NHS3-2,A0A286YFM7-1
Q9BU20-1,reviewed,RSG1,Q9BU20-1,H0Y6L8-1
P26641-1,reviewed,EEF1G,P26641-2|P26641-1,
Q8NHU6-1,reviewed,TDRD7,Q8NHU6-1|Q8NHU6-2|Q8NHU6-3,
H3BML4-1,unreviewed,ENSG00000260861,,H3BML4-1
Q76LX8-1,reviewed,ADAMTS13,Q76LX8-1|Q76LX8-2|Q76LX8-3|Q76LX8-4,E7EV88-1
Q8IX29-1,reviewed,FBXO16,Q8IX29-1|Q8IX29-2,E5RFF8-1
Q9UNQ0-1,reviewed,ABCG2,Q9UNQ0-1|Q9UNQ0-2,H0YAF3-1
Q14494-1,reviewed,NFE2L1,Q14494-1|Q14494-2,J3QKY3-1
Q5T4T6-1,reviewed,SYCP2L,Q5T4T6-1|Q5T4T6-2,H7C4Q1-1
Q96CA5-1,reviewed,BIRC7,Q96CA5-1|Q96CA5-2,A8MTF4-1
O75165-1,reviewed,DNAJC13,O75165-1,H0Y8Q2-1
Q9NZP2-1,reviewed,OR6C2,Q9NZP2-1,
Q1L5Z9-1,reviewed,LONRF2,Q1L5Z9-1|Q1L5Z9-2,
Q496J9-1,reviewed,SV2C,Q496J9-1,B3KT41-1
Q8TEJ3-1,reviewed,SH3RF3,Q8TEJ3-1,
P16520-1,reviewed,GNB3,P16520-1|P16520-2,E9PCP0-1
P09172-1,reviewed,DBH,P09172-1,Q5T382-1
P52742-1,reviewed,ZNF135,P52742-1|P52742-2|P52742-3|P52742-4,Q8N9M3-1
A6NMS7-1,reviewed,LRRC37A,A6NMS7-1,A8MUI5-1
A0PK00-1,reviewed,TMEM120B,A0PK00-1,H0YG77-1
P54646-1,reviewed,PRKAA2,P54646-1,A0A087WXX9-1
H0Y2U5-1,unreviewed,ENSG00000248751,,H0Y2U5-1
P49716-1,reviewed,CEBPD,P49716-1,
Q8WUN7-1,reviewed,UBTD2,Q8WUN7-1,
P22304-1,reviewed,IDS,P22304-1|P22304-2|P22304-3,E5RHJ1-1
P49721-1,reviewed,PSMB2,P49721-1,A0A087WVV1-1
P15976-1,reviewed,GATA1,P15976-2|P15976-1|P15976-3,B7WNQ9-1
Q9GZZ0-1,reviewed,HOXD1,Q9GZZ0-1,
P29459-1,reviewed,IL12A,P29459-1,E7ENE1-1
Q12982-1,reviewed,BNIP2,Q12982-1|Q12982-2,H7C142-1
